N	TP_NS_P	COD_OBL	HSIZE	TYPE_DOM	H_WORK	AGE_HEAD	SEX_HEAD	CASHINC	TOTALINC	TOTALRES	CONSUM	CASHEXP	TOTALEXP	HOUSE	OWNHOUSE	STOTAL	SLIV	ROOMS	TIMEHOUS	HEATING	HEATIND	RUNWATER	SEVERAGE	HOTWATER	GASKOL	GASCENTR	GASBAL	ELEKTRPL	BATH	HTELEPH	L_EDUC
195	3	5	1	2	1	77	2	2043	3338	3338	4057	4982	6277	3	1	60	48	3	2	2	2	2	2	2	2	2	1	2	2	2	2
196	3	5	2	2	1	70	1	5841	8071	8521	2510	4168	6398	3	1	75	62	3	2	2	2	2	2	2	2	2	1	2	2	2	7
197	3	5	4	1	2	36	1	5910	7569	7969	4807	5294	6953	3	1	80	72	4	3	2	2	2	2	2	2	2	1	2	2	2	5
198	3	5	1	2	1	71	2	1244	1636	1636	1215	1667	2058	3	1	66	42	2	2	2	2	2	2	2	2	2	1	2	2	2	9
199	3	5	5	1	1	39	1	6074	10512	10512	10641	11635	16073	3	1	87	74	4	6	2	2	2	2	2	2	2	1	2	2	2	6
200	3	5	1	2	1	69	2	1157	3154	3154	2020	2377	4374	3	1	66	58	4	2	2	2	2	2	2	2	2	1	2	2	1	8
201	3	5	6	1	1	70	1	3849	6045	6045	3813	4974	7169	3	1	64	52	3	3	2	2	2	2	2	2	2	1	2	2	2	7
202	3	5	6	1	2	69	1	4889	7029	7029	3720	4496	6636	3	1	68	49	2	3	2	1	2	2	2	2	2	1	2	2	1	9
203	3	5	1	2	1	78	2	1661	1945	1945	2180	2806	3090	3	1	68	51	2	2	2	2	2	2	2	2	2	1	2	2	2	9
204	3	5	1	2	1	75	2	4185	6267	6267	9986	10503	12585	3	1	78	69	5	2	2	2	2	2	2	2	2	1	2	2	1	1
205	3	5	4	1	1	46	2	3709	5987	5987	6192	7431	9708	3	1	65	52	3	4	2	2	2	2	2	2	2	2	2	2	2	1
206	3	5	2	2	1	57	1	4211	5530	5530	5104	5726	7046	3	1	56	48	2	3	2	2	2	2	2	2	2	1	2	2	2	7
207	3	5	5	1	1	56	2	5839	8579	8579	13807	15152	17892	3	1	84	75	4	5	2	2	2	2	2	2	2	1	2	2	1	7
208	3	5	1	2	1	72	2	2185	3141	3141	1459	2021	2977	3	1	60	48	2	2	2	2	2	2	2	2	2	1	2	2	2	8
209	3	5	1	2	1	82	2	1209	1767	1767	961	1111	1669	3	1	48	38	2	2	2	2	2	2	2	2	2	1	2	2	2	9
210	3	5	1	2	1	80	2	1630	1864	1864	3061	3798	4032	3	1	64	48	2	9	2	2	2	2	2	2	2	1	2	2	2	8
211	3	5	5	1	2	40	1	6097	7469	7469	4917	6217	7589	3	1	72	61	4	2	2	2	2	2	2	2	2	1	2	2	2	6
212	3	5	2	1	1	57	2	2672	3126	3126	2405	2651	3105	3	1	88	82	5	6	2	2	2	2	2	2	2	1	2	2	2	7
213	3	5	2	2	1	69	1	5312	6202	6202	6128	6577	7467	3	1	80	72	4	3	2	1	2	2	2	2	2	1	2	2	1	5
214	3	5	2	2	1	59	1	1740	3213	4313	1430	1630	3603	3	1	50	28	2	2	2	2	2	2	2	2	2	1	2	2	2	4
215	3	5	1	2	1	82	2	1255	1556	1786	1782	2032	2363	3	1	80	36	2	2	2	2	2	2	2	2	2	1	2	2	2	9
216	3	5	5	1	3	40	1	5030	7535	10635	5935	6335	8940	4	1	28	24	1	7	2	2	2	2	2	2	2	1	2	2	2	4
217	3	5	4	1	2	39	1	1730	3755	3755	3453	3914	5939	3	1	97	55	5	7	2	1	1	2	2	2	1	2	2	2	2	4
218	3	5	1	2	1	78	2	1337	1479	1479	1140	1392	1533	3	1	48	36	1	1	2	2	2	2	2	2	2	1	2	2	2	9
219	3	5	3	1	1	71	2	3685	6920	8120	7230	8200	11435	3	1	80	56	4	4	2	1	2	2	2	2	2	1	2	2	1	9
220	3	5	2	2	1	78	2	3815	4228	4228	2298	4350	4763	3	1	48	30	1	5	2	2	2	2	2	2	2	1	2	2	2	8
221	3	5	4	1	3	47	1	10315	17904	18054	11726	13193	21232	3	1	100	60	4	4	2	1	2	2	2	2	1	2	2	2	1	5
222	3	5	3	1	2	31	1	4190	5380	5980	3971	5621	6810	3	1	80	55	3	2	2	1	2	2	2	2	2	1	2	2	2	6
223	3	5	2	2	2	58	1	6815	9859	9879	4517	7216	10449	3	1	30	25	1	3	2	2	2	2	2	2	2	1	2	2	2	6
224	3	5	2	2	1	66	1	4013	4747	5647	1946	2564	3597	3	1	88	48	2	4	2	2	2	2	2	2	2	1	2	2	2	8
225	3	5	2	2	1	76	2	3947	4645	4645	1421	2227	2925	3	1	88	48	2	4	2	2	2	2	2	2	2	1	2	2	2	8
226	3	5	1	2	1	59	2	3454	5465	5465	1031	2412	4423	3	1	36	26	2	3	2	2	2	2	2	2	2	1	2	2	2	7
227	3	5	5	1	1	52	2	4728	5828	5828	3967	4578	5679	3	1	108	91	4	5	2	2	2	2	2	2	2	1	2	2	2	7
228	3	5	3	1	2	49	1	5789	8017	9567	2390	5095	7323	3	1	54	30	1	2	2	2	2	2	2	2	2	1	2	2	2	8
229	3	5	4	1	2	32	1	4129	5884	5884	1151	3076	4831	3	1	62	40	2	3	2	2	2	2	2	2	2	1	2	2	2	4
230	3	5	6	1	2	64	1	8672	11484	12184	7441	9818	12630	3	1	40	26	2	3	2	2	2	2	2	2	2	1	2	2	2	7
231	3	5	2	2	1	60	1	1921	4471	4471	1449	1749	4300	3	1	120	100	7	3	2	1	2	2	2	2	1	2	2	2	2	6
232	3	5	3	2	1	54	1	3149	6199	6199	2712	2993	6043	3	1	71	47	4	4	2	1	2	2	2	2	1	2	2	2	1	5
233	3	5	3	1	2	42	1	4198	6897	6897	2582	3102	5801	3	1	67	54	4	5	2	1	2	2	2	2	1	2	2	2	1	5
234	3	5	2	2	2	42	1	3808	6407	6407	1698	1952	4550	3	1	85	65	4	5	2	1	2	2	2	2	1	2	2	2	1	5
235	3	5	1	2	1	67	1	900	1830	1830	1508	1613	2543	3	1	50	45	3	3	2	2	2	2	2	2	2	1	2	2	2	5
236	3	5	5	2	2	57	1	3850	8386	8386	3161	3405	7941	3	1	72	55	4	3	2	2	2	2	2	2	2	1	2	2	2	6
237	3	5	3	2	1	66	1	3325	6633	6633	2167	2501	5809	3	1	44	32	2	3	2	1	2	2	2	2	1	2	2	2	1	1
238	3	5	1	2	1	60	2	861	1705	1705	1346	1371	2215	3	1	80	50	4	1	2	2	2	2	2	2	2	1	2	2	2	8
239	3	5	1	2	1	69	2	989	1691	1691	1340	1364	2066	3	1	54	30	2	1	2	2	2	2	2	2	2	1	2	2	2	8
240	3	5	3	1	1	41	1	3140	6256	6256	2344	2579	5695	3	1	70	64	4	4	2	1	2	2	2	2	1	2	2	2	2	6
241	3	5	3	2	1	64	1	4270	7749	7749	2474	2724	6203	3	1	74	69	4	2	2	1	2	2	2	2	1	2	2	2	2	6
242	3	5	1	2	1	47	1	495	1917	1917	1669	1699	3121	3	1	68	58	4	2	2	1	2	2	2	2	1	2	2	2	2	5
243	3	5	2	2	1	63	1	2551	4757	4757	1728	1993	4199	3	1	85	51	4	3	2	2	2	2	2	2	2	1	2	2	2	6
244	3	5	4	2	2	49	1	2295	5513	5513	2925	3299	6517	4	1	50	48	2	3	2	2	2	2	2	2	1	2	2	2	1	5
245	3	5	1	2	1	85	2	1069	2162	2162	1615	1670	2762	3	1	82	50	4	2	2	2	2	2	2	2	2	1	2	2	2	9
246	3	5	2	2	1	72	1	4157	6119	6119	1814	3048	5009	3	1	61	34	3	2	2	2	2	2	2	2	2	1	2	2	2	8
247	3	5	4	1	1	53	1	2645	5441	5441	2533	2693	5489	4	1	60	29	2	4	2	2	2	2	2	2	2	1	2	2	2	6
248	3	5	2	2	2	28	2	5066	7850	7850	3930	4221	7065	3	1	55	47	3	2	2	1	2	2	2	2	1	2	2	2	1	1
249	3	5	1	2	1	77	1	3640	4222	4222	2647	3815	4397	3	1	54	37	2	2	2	2	2	2	2	2	1	2	2	2	2	7
250	3	5	3	2	2	41	2	3248	5412	5512	2857	3175	5429	4	3	34	27	2	2	2	1	2	2	2	2	1	2	2	2	1	1
251	3	5	1	2	1	69	2	1963	3908	3908	2455	3537	5482	4	1	54	28	2	1	2	2	2	2	2	2	2	1	2	2	2	8
252	3	5	1	2	1	75	2	3054	4815	4815	2232	4494	6256	3	1	63	51	3	5	2	2	2	2	2	2	1	2	2	2	1	8
253	3	5	5	1	2	62	1	6254	7015	8015	3425	4422	5183	3	1	59	45	4	3	2	2	2	2	2	2	1	2	2	2	2	7
254	3	5	2	2	2	52	2	3839	7113	7113	5725	6145	9420	1	1	50	29	2	4	1	2	1	1	2	2	1	2	2	1	1	5
255	3	5	4	2	3	43	2	5345	6061	7141	3927	4972	6868	1	3	50	29	2	4	1	2	1	1	2	2	1	2	2	1	2	4
256	3	5	2	2	2	45	2	4025	5452	5452	8924	9237	10865	1	3	37	22	1	4	1	2	1	1	2	2	1	2	2	1	2	5
257	3	5	4	1	2	34	2	4009	7837	7837	2750	4553	8681	3	1	112	86	5	6	2	2	2	2	2	2	2	1	2	2	2	5
258	3	5	2	2	1	44	1	3898	6515	7015	1343	2216	5413	3	1	80	51	3	3	2	2	2	2	2	2	2	1	2	2	2	5
259	3	5	6	1	2	60	2	4721	8725	9025	4847	5342	9446	3	1	77	47	3	4	2	2	2	2	2	2	2	1	2	2	2	7
260	3	5	4	1	1	22	2	7545	12256	12851	5084	6080	11350	3	1	88	50	3	3	2	2	2	2	2	2	2	1	2	2	2	1
261	3	5	1	2	1	63	1	1527	1943	1943	710	1141	1557	3	1	65	43	4	3	2	2	2	2	2	2	2	1	2	2	2	7
262	3	5	5	1	3	71	1	7488	9404	9404	3442	4251	6167	3	1	61	41	3	4	2	2	2	2	2	2	2	1	2	2	2	8
263	3	5	5	2	3	49	2	6330	8899	8899	3985	5345	7914	3	1	56	35	1	1	2	2	2	2	2	2	2	1	2	2	2	6
264	3	5	2	2	1	53	1	3104	5052	5202	2355	3794	5893	3	1	57	42	3	2	2	2	2	2	2	2	2	1	2	2	2	6
265	3	5	2	2	1	64	2	2110	2669	2669	1499	1524	2082	3	1	76	44	2	3	2	2	2	2	2	2	2	1	2	2	2	7
266	3	5	2	2	1	41	2	1203	1433	1455	1083	1303	1533	3	1	72	50	3	4	2	2	2	2	2	2	2	1	2	2	2	4
267	3	5	1	2	1	54	1	749	1162	1162	315	315	728	3	1	76	48	3	2	2	2	2	2	2	2	2	1	2	2	2	9
268	3	5	1	2	1	57	1	1360	2018	2018	1245	1701	2359	3	1	65	59	2	2	2	2	1	2	2	2	2	1	2	2	2	7
269	3	5	5	1	3	52	1	7251	9220	9220	2906	4250	6219	3	1	80	60	3	1	2	1	1	2	2	2	2	1	2	2	2	5
270	3	5	5	1	1	33	1	2586	4093	4093	3017	3287	4794	3	1	25	20	2	5	2	1	1	2	2	2	2	1	2	2	1	6
271	3	5	1	2	1	80	1	3215	3880	3880	1203	2290	2955	3	1	44	28	3	1	2	2	2	2	2	2	2	1	2	2	2	8
272	3	5	4	1	1	84	2	4105	6265	6265	6189	7948	10107	3	1	90	70	4	1	2	2	2	2	2	2	2	1	2	2	2	8
273	3	5	1	2	1	59	2	2553	3317	3317	1626	1845	2609	3	1	61	46	2	1	2	2	1	2	2	2	2	1	2	2	2	7
274	3	5	3	2	3	52	1	2894	4060	4060	5369	5521	6687	3	1	100	60	4	5	2	2	2	2	2	2	2	1	2	2	1	5
275	3	5	5	1	1	36	2	390	2001	2001	2572	2642	4254	3	1	24	15	2	1	2	2	2	2	2	2	2	1	2	2	2	6
276	3	5	3	2	2	54	1	4661	5717	5717	5125	6534	7590	3	1	70	40	3	4	2	2	2	2	2	2	2	1	2	2	2	6
277	3	5	4	1	2	37	2	2693	5295	5295	3807	3965	6567	3	1	90	70	3	3	2	2	1	2	2	2	2	1	2	2	2	5
278	3	5	1	2	1	71	2	1302	1856	1856	723	780	1334	3	2	50	25	1	1	2	2	2	2	2	2	2	1	2	2	2	1
279	3	5	5	1	3	53	1	6877	8567	8567	5175	6287	7977	3	1	105	84	6	4	2	2	1	2	2	2	2	1	2	2	2	7
280	3	5	5	1	2	43	2	3113	6506	6506	8181	8476	11869	3	1	90	55	2	5	2	2	1	2	2	2	2	1	2	2	2	6
281	3	5	3	1	1	48	2	1802	3449	3449	4201	5521	7168	3	1	64	50	3	5	2	2	2	2	2	2	2	1	2	2	2	7
282	3	5	3	2	3	54	1	5167	6275	6275	2694	3345	4453	3	1	90	78	3	4	2	2	1	2	2	2	2	1	2	2	2	7
283	3	5	1	2	1	73	2	3297	4034	4034	1176	2301	3038	3	1	91	70	2	2	2	2	1	2	2	2	2	1	2	2	2	8
284	3	5	4	1	2	63	1	6594	7788	7788	2104	2483	3677	3	1	98	60	4	4	2	2	1	2	2	2	2	1	2	2	2	7
285	3	5	4	1	3	48	1	4432	6209	6274	2976	3437	5278	3	1	90	60	3	5	2	2	1	2	2	2	2	1	2	2	2	1
286	3	5	4	1	1	34	1	3747	5038	5038	3879	4386	5677	3	1	101	88	4	6	2	2	1	2	2	2	2	1	2	2	2	7
287	3	5	5	1	1	32	2	1904	2703	2703	2684	3514	4314	3	1	66	49	4	6	2	2	1	2	2	2	2	1	2	2	2	6
288	3	5	3	1	1	79	2	2391	6247	6247	1833	2308	6164	3	1	75	62	2	1	2	2	2	2	2	2	2	1	2	2	2	8
289	3	5	2	2	1	69	1	7059	9357	9357	5013	8884	11182	3	1	60	50	2	3	2	2	2	2	2	2	2	1	2	2	2	7
290	3	5	2	2	1	61	2	1917	4143	4143	2000	2595	4821	3	1	60	56	3	3	2	2	2	2	2	2	2	1	2	2	2	8
291	3	5	1	2	1	74	2	1233	2937	2937	2929	3564	5268	3	1	80	70	2	4	2	2	2	2	2	2	2	1	2	2	1	8
292	3	5	3	2	2	78	2	5800	12498	12498	5319	6443	13140	3	2	90	80	3	4	2	2	2	2	2	2	2	1	2	2	2	8
293	3	5	2	2	2	42	1	3369	8259	8259	4348	5476	10367	3	1	100	90	5	5	2	2	2	2	2	2	2	1	2	2	2	6
294	3	5	4	1	1	63	1	2242	3216	3216	1162	1654	2628	3	1	60	50	2	3	2	2	2	2	2	2	2	1	2	2	2	8
295	3	5	2	2	1	54	2	1972	3191	3191	2112	2909	4128	3	1	70	60	2	3	2	2	2	2	2	2	2	1	2	2	2	6
296	3	5	2	2	2	52	2	3064	5909	5909	1324	1514	4360	3	1	50	40	3	1	2	2	2	2	2	2	2	1	2	2	1	6
297	3	5	1	2	1	70	2	1054	2780	2780	745	940	2667	3	1	100	86	2	2	2	2	2	2	2	2	2	1	2	2	2	8
298	3	5	2	2	2	52	1	1994	4831	4831	2553	2910	5747	3	1	96	80	4	4	2	2	2	2	2	2	2	1	2	2	2	7
299	3	5	2	2	1	71	1	2240	3474	3474	2590	3163	4396	3	1	80	70	3	1	2	2	2	2	2	2	2	1	2	2	2	8
300	3	5	2	2	2	41	1	3082	4652	4652	2643	3077	4648	3	1	70	64	2	5	2	2	2	2	2	2	2	1	2	2	2	7
301	3	5	1	2	1	72	1	1020	1733	1733	1393	1678	2391	3	1	65	50	2	1	2	2	2	2	2	2	2	2	2	2	2	7
302	3	5	2	1	1	59	2	2830	5367	5367	1688	2345	4882	3	1	99	80	3	4	2	2	2	2	2	2	2	1	2	2	2	6
303	3	5	2	2	1	52	1	5184	10041	10041	1575	2985	7842	3	1	96	86	4	5	2	2	2	2	2	2	2	1	2	2	2	7
304	3	5	2	2	1	69	1	1946	4744	4744	1498	1908	4706	3	1	70	60	3	2	2	2	2	2	2	2	2	1	2	2	2	8
305	3	5	2	1	1	64	2	2964	4858	4858	2463	2826	4720	3	1	54	35	3	2	2	2	2	2	2	2	2	1	2	2	2	7
306	3	5	2	2	1	77	1	2601	6109	6109	3041	3676	7184	3	1	88	72	3	1	2	2	2	2	2	2	2	1	2	2	2	8
307	3	5	1	2	1	77	2	1476	2659	2659	1829	1954	3136	3	1	90	76	4	1	2	2	2	2	2	2	2	1	2	2	2	8
308	3	5	1	2	1	90	2	1125	2235	2235	763	1008	2118	3	1	64	50	3	1	2	2	2	2	2	2	2	1	2	2	2	9
309	3	5	1	2	1	65	2	2433	3733	3733	1875	2526	3826	3	1	50	36	2	1	2	2	2	2	2	2	2	1	2	2	2	7
310	3	5	1	2	1	77	2	793	1485	1485	1615	1695	2387	3	1	16	12	1	3	2	2	2	2	2	2	2	2	2	2	2	8
311	3	5	2	2	1	63	2	3165	4977	5177	2394	2759	4772	3	1	66	54	2	1	2	2	2	2	2	2	2	1	2	2	2	7
312	3	5	4	1	2	32	1	5457	8323	8403	5755	6404	9350	3	1	80	62	4	7	2	2	2	2	2	2	2	1	2	2	2	3
313	3	5	3	1	1	40	1	1775	3804	4074	2771	2932	5231	3	1	38	32	1	4	2	2	2	2	2	2	2	2	2	2	2	4
314	3	5	1	2	1	63	2	1217	2014	2014	829	949	1746	3	1	54	46	2	1	2	2	2	2	2	2	2	2	2	2	2	7
315	3	5	2	1	1	64	2	2847	4398	4398	1237	1849	3400	3	1	42	38	2	1	2	2	2	2	2	2	2	2	2	2	2	7
316	3	5	4	1	1	42	2	9365	12076	12226	4416	4809	7780	3	1	118	84	4	4	2	2	2	2	2	2	2	1	2	2	2	1
317	3	5	1	2	1	59	2	2777	4755	4755	2264	3294	5272	3	1	72	58	3	3	2	2	2	2	2	2	2	1	2	2	2	7
318	3	5	2	2	1	66	1	2844	5507	5507	2621	3296	5959	3	1	55	44	2	2	2	2	2	2	2	2	2	1	2	2	2	4
319	3	5	2	2	1	62	1	3569	6560	6960	5541	6906	10296	3	1	88	72	3	3	2	2	2	2	2	2	2	1	2	2	2	8
320	3	5	2	1	1	35	2	3305	4198	4318	3734	4079	5141	3	1	82	74	4	3	2	2	2	2	2	2	2	1	2	2	1	3
321	3	5	2	2	1	75	1	3453	6297	6297	4046	5027	7871	3	1	82	59	3	4	2	2	2	2	2	2	2	1	2	2	2	1
322	3	5	3	1	1	60	2	2859	4830	4830	3538	3947	5918	3	1	80	68	3	3	2	2	2	2	2	2	2	1	2	2	2	7
323	3	5	1	2	1	82	1	1585	2554	2554	1270	1363	2332	3	1	48	36	2	1	2	2	2	2	2	2	2	2	2	2	2	8
324	3	5	2	2	1	60	2	2492	5439	5539	2723	3568	6615	3	1	80	66	3	3	2	2	2	2	2	2	2	1	2	2	2	7
325	3	5	7	1	1	45	1	3311	5890	5940	1997	3299	5928	3	1	89	38	4	5	2	1	1	2	2	2	2	1	2	2	2	4
326	3	5	4	1	2	60	2	4947	6370	6370	4223	4628	6051	3	1	61	50	3	3	2	1	1	2	2	2	2	1	2	2	2	7
327	3	5	4	1	1	40	1	5553	5044	5044	3529	6469	5960	3	1	78	40	3	5	2	1	1	2	2	2	2	1	2	2	2	4
328	3	5	1	2	1	70	2	1043	1517	1517	1476	1568	2042	3	1	45	31	2	1	2	2	1	2	2	2	2	1	2	2	2	10
329	3	5	4	2	3	43	2	11256	12170	12380	6039	9775	10899	3	1	70	51	4	2	2	1	2	2	2	2	2	1	2	2	2	1
330	3	5	2	2	1	70	1	2476	3015	3015	2455	2791	3330	3	1	46	28	3	2	2	1	2	2	2	2	2	1	2	2	2	8
331	3	5	2	2	1	64	2	3307	5299	5299	1818	2051	4043	3	1	46	33	2	1	2	2	2	2	2	2	2	1	2	2	2	8
332	3	5	8	1	3	66	2	4584	5280	5312	3878	4865	5593	3	1	39	29	3	3	2	2	1	2	2	2	2	2	2	2	2	10
333	3	5	1	2	1	48	2	3852	3894	3894	1916	4107	4150	3	1	58	40	4	4	2	1	2	2	2	2	2	1	2	2	2	7
334	3	5	1	2	1	65	2	1864	2203	2333	2505	2794	3264	3	1	46	28	3	1	2	1	2	2	2	2	2	1	2	2	2	7
335	3	5	4	1	2	41	1	4929	5645	5695	4915	5976	7242	3	1	80	48	4	5	2	1	1	2	2	2	2	1	2	2	1	4
336	3	5	3	2	1	69	1	5231	6357	6357	2473	3443	4569	3	1	42	33	2	1	2	2	2	2	2	2	2	2	2	2	2	7
337	3	5	4	1	1	29	2	6058	7513	7830	2630	3315	5087	3	1	59	34	3	3	2	1	2	2	2	2	2	1	2	2	2	4
338	3	5	2	2	1	68	2	4040	5213	5213	2750	5186	6359	3	1	55	30	2	3	2	1	1	2	2	2	2	1	2	2	1	9
339	3	5	1	2	1	64	2	1500	2903	2926	2330	2663	4090	3	1	36	28	2	1	2	1	1	2	2	2	2	1	2	2	2	8
340	3	5	4	1	1	35	1	10968	9926	10426	6575	10936	11194	3	1	80	28	2	6	2	1	2	2	2	2	2	1	2	2	2	1
341	3	5	3	1	1	28	1	4250	4867	5167	3372	4655	5408	3	1	20	10	1	1	2	2	2	2	2	2	2	1	2	2	2	4
342	3	5	3	2	1	65	1	6532	8860	8860	4138	6527	8856	3	1	53	29	2	1	2	1	2	2	2	2	2	1	2	2	2	7
343	3	5	1	2	1	33	1	2030	2491	2491	1851	1851	2312	3	1	18	12	1	1	2	1	2	2	2	2	2	2	2	2	2	1
344	3	5	6	1	2	61	2	3803	4682	4782	2612	2920	3799	3	1	53	40	4	2	2	2	2	2	2	2	2	1	2	2	2	7
345	3	5	2	2	2	53	1	4956	9425	9425	9354	10718	15188	3	1	66	40	3	3	2	1	2	2	2	2	2	1	2	2	1	6
346	3	5	2	2	2	37	1	3844	3961	3961	4260	5635	5752	3	1	60	50	2	2	2	1	2	2	2	2	2	1	2	2	2	6
347	3	5	3	1	2	42	1	5022	6078	6078	5033	5934	6990	3	1	80	65	4	6	2	2	1	2	2	2	2	1	2	2	2	6
348	3	5	1	2	1	70	2	1737	2712	2712	1004	1157	2132	3	1	36	26	2	1	2	2	1	2	2	2	2	2	2	2	2	8
349	3	5	1	2	1	80	2	1432	2780	2780	1117	1207	2556	3	1	45	24	2	3	2	2	1	2	2	2	2	2	2	2	2	9
350	3	5	6	1	1	64	1	5625	8987	8987	2940	3231	6593	3	1	70	40	2	3	2	2	2	2	2	2	2	1	2	2	2	8
351	3	5	2	2	1	79	2	2377	3560	3560	1626	1886	3069	3	1	40	20	2	1	2	2	2	2	2	2	2	2	2	2	2	9
352	3	5	2	2	1	76	1	4917	5604	5604	3038	4345	5032	3	1	95	52	3	2	2	2	1	2	2	2	2	1	2	2	2	7
353	3	5	3	1	1	50	1	9640	12020	12020	5497	8057	10436	3	1	60	40	3	3	2	2	2	2	2	2	2	1	2	2	2	4
354	3	5	1	2	1	72	1	4217	5666	6266	4293	5164	7213	3	1	60	45	3	2	2	2	1	2	2	2	2	1	2	2	2	8
355	3	5	1	2	1	65	2	1454	1964	1964	1319	1524	2034	3	1	60	35	2	1	2	2	1	2	2	2	2	1	2	2	2	5
356	3	5	4	1	2	64	2	2276	3509	3509	1152	1498	2732	3	1	80	70	3	3	2	2	1	2	2	2	2	1	2	2	2	8
357	3	5	3	2	2	49	1	3257	4107	4107	1164	1747	2597	3	1	56	30	3	3	2	2	1	2	2	2	2	1	2	2	2	4
358	3	5	2	2	1	62	1	5844	7206	7206	4230	6349	7711	3	1	80	60	3	3	2	2	1	2	2	2	2	1	2	2	1	8
359	3	5	4	1	2	73	2	4360	5242	5242	4938	5457	6339	3	1	30	20	2	4	2	2	1	2	2	2	2	2	2	2	2	9
360	3	5	2	2	1	69	1	4213	5984	5984	1598	2221	3992	3	1	80	60	2	2	2	2	1	2	2	2	2	1	2	2	2	8
361	3	5	3	2	2	47	1	6042	6904	6904	5156	6198	7060	3	1	82	60	4	6	2	2	1	2	2	2	2	1	2	2	2	6
362	3	5	6	1	1	50	1	10555	12371	12371	9113	9723	11539	3	1	80	60	3	3	2	1	2	2	2	2	2	1	2	2	2	6
363	3	5	1	2	1	73	1	1586	2283	2283	1726	2139	2836	3	1	35	20	2	1	2	2	2	2	2	2	2	1	2	2	2	8
364	3	5	1	2	1	77	1	1644	1967	1967	2819	3669	3992	3	1	65	40	2	1	2	2	2	2	2	2	2	1	2	2	2	7
365	3	5	4	1	1	33	1	5718	8344	8344	6041	6761	9388	3	1	85	58	3	5	2	2	2	2	2	2	2	1	2	2	2	6
366	3	5	4	1	2	38	1	4765	5210	5225	3130	4477	4922	3	1	90	68	4	5	2	2	2	2	2	2	2	1	2	2	1	6
367	3	5	1	2	1	65	2	832	1515	1515	1565	1670	2352	3	1	86	66	4	3	2	2	2	2	2	2	2	1	2	2	2	7
368	3	5	2	2	1	71	2	6026	6187	6187	4054	6706	6868	3	1	55	45	2	2	2	2	2	2	2	2	2	1	2	2	2	8
369	3	5	2	2	2	62	1	3341	4507	4507	4424	5294	6461	3	1	60	45	2	2	2	2	2	2	2	2	2	1	2	2	2	7
370	3	5	5	1	2	63	2	4358	4856	5356	2862	4074	5072	3	1	88	68	3	4	2	2	2	2	2	2	2	1	2	2	2	7
371	3	5	3	1	2	63	2	4455	6711	6711	5236	5748	8004	3	1	80	60	3	3	2	2	2	2	2	2	2	1	2	2	2	7
372	3	5	3	2	2	79	2	2635	2911	2911	3154	3454	3730	3	1	50	38	2	1	2	2	2	2	2	2	2	1	2	2	2	8
373	3	5	2	2	1	61	2	2723	3235	3235	2503	2873	3385	3	1	60	50	3	2	2	2	2	2	2	2	2	1	2	2	2	7
374	3	5	4	1	2	68	2	3686	5084	5092	4547	4745	6142	3	1	60	50	3	4	2	2	2	2	2	2	2	1	2	2	2	7
375	3	5	2	2	1	68	2	3729	3826	3826	2729	4140	4237	3	1	90	80	3	4	2	2	2	2	2	2	2	1	2	2	2	8
376	3	5	3	2	1	40	2	6986	7700	7700	8030	9085	9799	3	1	65	45	3	4	2	2	2	2	2	2	2	1	2	2	2	5
377	3	5	3	2	2	82	2	4375	5220	5230	5975	7073	7917	3	1	70	60	2	1	2	2	2	2	2	2	2	1	2	2	2	8
378	1	12	2	2	1	70	1	3393	3413	3413	4471	4471	4490	1	1	44	28	2	6	1	2	1	1	1	2	1	2	2	1	2	6
379	1	12	3	1	1	42	2	2805	3387	3387	3359	3392	3974	1	1	63	36	3	5	1	2	1	1	1	2	1	2	2	1	2	5
380	1	12	3	1	2	35	2	11060	12075	12075	17543	17643	18658	1	1	65	36	3	5	1	2	1	1	1	2	1	2	2	1	1	1
381	1	12	3	1	1	45	1	4355	4355	4355	8603	8603	8603	1	1	40	28	2	5	1	2	1	1	1	2	1	2	2	1	2	6
382	1	12	3	2	1	55	2	5569	6398	6398	9838	9928	10758	1	1	68	39	3	5	1	2	1	1	1	2	1	2	2	1	1	6
383	1	12	2	1	1	50	2	5031	5086	5086	3894	3996	4051	1	1	61	37	3	6	1	2	1	1	1	2	1	2	2	1	2	5
384	1	12	3	1	2	49	2	5469	9522	9522	8258	8308	12362	1	1	64	38	3	5	1	2	1	1	1	2	1	2	2	1	2	1
385	1	12	2	1	1	47	2	3340	3340	3340	2954	3034	3034	1	1	68	38	3	5	1	2	1	1	1	2	1	2	2	1	1	5
386	1	12	2	2	1	52	2	4433	4433	6333	4689	4737	4887	1	1	50	34	2	4	1	2	1	1	1	2	1	2	2	1	1	4
387	1	12	1	2	1	61	2	2500	2500	2500	6282	6582	6582	1	1	35	18	1	4	1	2	1	1	1	2	1	2	2	1	2	1
388	1	12	1	2	1	32	2	2975	3001	3001	4371	4471	4497	1	1	48	28	2	4	1	2	1	1	1	2	1	2	2	1	1	1
389	1	12	3	1	2	52	1	4550	4676	4676	6632	6732	6858	1	2	69	43	3	4	1	2	1	1	1	2	1	2	2	1	2	1
390	1	12	3	2	3	53	2	9201	9752	9752	9260	9692	10242	1	1	45	31	2	4	1	2	1	1	1	2	1	2	2	1	2	1
391	1	12	4	1	2	42	1	16026	17238	19038	11674	14044	17056	1	2	46	28	2	4	1	2	1	1	1	2	1	2	2	1	2	6
